signup_country_code,marketing_channel_id,signup_platform,gender,is_paid_channel,subscription_date,net_revenue,subscription_count
AU,1,ios,female,false,2016-11-01,203.429,4
US,4,ios,female,true,2017-01-29,264.185,22
AU,18,android,female,true,2016-11-15,61.04841421497646,5
US,,ios,female,false,2016-11-20,125.979,24
AE,18,android,female,true,2016-11-26,0,2
FR,,android,female,false,2016-12-01,33.67216039529207,2
AR,1,android,female,false,2016-12-06,0,1
SA,2,ios,male,true,2016-12-10,83.986,2
RU,1,ios,female,false,2016-12-18,0,1
PE,9,ios,male,true,2016-12-18,0,1
MX,9,ios,female,true,2016-12-20,41.993,1
US,4,ios,female,true,2016-12-25,83.986,14
MY,13,android,female,false,2016-12-28,0,1
CO,,android,female,false,2017-01-02,0,1
HT,,android,male,false,2017-01-07,21,1
AU,18,ios,male,true,2017-01-09,0,2
CH,1,android,female,false,2017-01-22,77.67559883026016,3
DE,,ios,male,false,2017-01-22,62.986,6
US,2,ios,female,true,2016-10-09,146.972,9
CA,2,android,female,true,2016-10-15,0,5
US,18,ios,male,true,2016-10-19,41.993,3
NI,2,android,female,true,2016-10-23,42,1
IE,1,ios,male,false,2016-10-25,125.979,5
CA,,ios,male,false,2016-11-06,41.986,3
AU,1,android,male,false,2016-11-17,39.8017219390637,1
AU,2,ios,male,true,2017-01-04,0,8
IT,1,ios,male,false,2016-12-30,0,1
AT,1,ios,female,false,2017-01-04,83.986,3
NZ,2,ios,male,true,2017-01-04,0,3
AU,2,android,female,true,2017-01-06,83.64725696109956,15
PT,2,ios,male,true,2017-01-09,0,3
GB,4,ios,female,true,2017-01-15,0,1
MX,2,android,male,true,2017-01-24,0,5
CL,1,ios,female,false,2017-01-27,104.979,3
PE,,ios,female,false,2017-01-30,0,1
CA,1,ios,male,false,2016-12-12,104.979,5
CA,18,android,female,true,2016-10-02,232.05709587659229,10
FR,,ios,male,false,2016-10-06,0,6
AR,2,android,female,true,2016-10-11,0,2
CA,1,ios,female,false,2016-10-31,104.979,4
CA,2,android,female,true,2016-11-13,195.1213547183624,13
CA,1,ios,female,false,2016-11-17,146.972,7
GT,2,android,male,true,2016-11-20,0,1
ES,1,ios,female,false,2016-12-11,20.993,2
MX,1,android,male,false,2016-12-28,0,1
US,,ios,female,false,2016-11-04,167.972,8
JP,1,ios,female,false,2017-01-07,0,1
AR,1,ios,male,false,2017-01-18,83.986,8
CL,1,ios,female,false,2017-01-23,104.979,7
ES,1,ios,male,false,2017-01-27,167.972,10
CA,18,ios,male,true,2016-10-03,0,1
NO,18,ios,male,true,2016-10-03,0,1
US,,ios,female,false,2016-10-05,167.965,5
CL,2,ios,male,true,2016-11-09,20.993,1
DE,1,android,female,false,2016-10-11,-10.149380267029317,4
CA,,android,female,false,2016-10-14,0,1
US,6,ios,female,true,2016-10-25,146.97899999999998,7
AR,2,android,male,true,2016-11-11,0,1
MX,2,ios,female,true,2016-11-11,0,2
CA,2,ios,female,true,2016-11-21,83.986,4
CA,1,ios,male,false,2016-12-10,98.443,4
CL,2,ios,female,true,2016-12-31,41.993,3
NI,2,ios,male,true,2017-01-05,62.986,2
MX,2,ios,male,true,2017-01-11,0,7
GB,3,ios,female,true,2017-01-12,0,2
DE,2,ios,female,true,2017-01-20,0,2
CR,2,ios,female,true,2016-10-16,83.986,2
MQ,1,ios,male,false,2016-10-25,0,1
US,6,ios,male,true,2016-10-27,83.979,5
AU,2,android,female,true,2016-11-19,178.84969505363964,16
CA,,ios,female,false,2016-12-05,0,5
AR,,android,male,false,2016-12-18,0,1
NZ,2,ios,male,true,2017-01-02,41.993,7
UY,18,ios,female,true,2017-01-02,41.993,1
PY,2,ios,female,true,2017-01-02,0,1
ZA,2,ios,male,true,2017-01-10,0,4
JP,4,ios,female,true,2017-01-11,20.993,1
AU,1,ios,male,false,2017-01-16,125.979,4
CH,6,android,male,true,2017-01-30,0,1
NC,1,ios,male,false,2016-10-05,0,1
US,6,ios,female,true,2016-11-02,62.986,6
ZA,1,ios,female,false,2016-11-04,0,1
GB,2,ios,male,true,2016-11-26,0,1
US,,ios,female,false,2016-11-27,331.432,17
AU,2,android,female,true,2016-12-26,0,4
CA,1,web,female,false,2017-01-02,38.57,2
US,3,android,female,true,2017-01-08,58.02,2
US,18,ios,male,true,2017-01-17,41.993,10
AR,2,android,female,true,2017-01-23,42,1
RE,2,ios,female,true,2017-01-26,41.993,3
AR,2,ios,male,true,2017-01-27,41.993,2
AU,18,android,male,true,2016-11-18,40.634432655598914,2
AE,18,android,female,true,2016-10-13,0,1
EC,2,ios,female,true,2016-10-04,0,3
RU,,ios,male,false,2016-10-08,0,1
GB,2,android,male,true,2016-10-13,0,2
DE,,android,female,false,2016-11-04,34.18569057386824,1
CA,2,android,female,true,2016-11-05,97.04006781212246,6
CA,6,ios,male,true,2016-12-04,0,3
AR,1,ios,female,false,2016-12-13,83.986,2
PT,,ios,female,false,2017-01-02,20.993,1
MT,2,ios,male,true,2017-01-07,0,1
BE,2,ios,female,true,2017-01-24,0,2
AE,1,ios,male,false,2017-01-28,0,2
US,,android,female,false,2016-10-01,42,1
US,,ios,male,false,2016-10-17,83.993,5
US,4,ios,male,true,2016-12-20,266.415,12
CL,2,ios,male,true,2016-12-29,83.986,3
AU,1,android,female,false,2017-01-09,62.2782883140348,4
GB,9,ios,female,true,2017-01-13,0,2
CH,2,android,male,true,2016-11-20,114.905433682106,5
QA,13,ios,female,false,2016-12-29,0,1
SE,1,android,female,false,2016-12-29,35.42816212406865,2
US,9,ios,female,true,2017-01-13,83.986,4
AR,2,ios,male,true,2017-01-21,125.979,9
PA,2,ios,female,true,2017-01-25,20.993,2
RU,1,ios,female,false,2016-11-19,0,1
MX,1,ios,male,false,2016-12-12,20.993,1
FR,2,android,male,true,2016-11-02,0,1
US,2,ios,male,true,2016-11-03,83.986,5
IE,,ios,female,false,2016-11-09,20.993,1
CL,,ios,female,false,2016-11-20,0,1
CH,18,ios,female,true,2017-01-03,0,1
AU,1,ios,male,false,2017-01-27,41.993,5
CA,11,android,female,false,2016-10-10,0,1
CA,3,android,female,true,2016-11-13,0,1
DE,1,android,male,false,2016-11-14,0,2
CH,18,ios,male,true,2016-11-24,0,1
BR,1,ios,male,false,2016-12-18,0,1
JM,2,ios,female,true,2017-01-05,0,1
AU,2,android,female,true,2017-01-20,0,1
AR,2,android,male,true,2017-01-26,42,3
AU,11,ios,male,false,2017-01-30,0,2
CA,18,android,female,true,2016-12-07,0,2
BR,1,ios,female,false,2016-10-12,58.01,2
CN,1,ios,female,false,2016-11-09,20.993,1
CH,13,android,female,false,2016-11-26,0,1
CO,1,ios,female,false,2016-12-25,0,1
PA,12,android,female,false,2017-01-23,42,1
ES,6,ios,male,true,2017-01-26,41.993,2
CH,18,android,female,true,2017-01-29,78.24554086626839,2
EC,1,android,male,false,2016-11-27,58.02,1
GB,,ios,female,false,2016-11-07,0,3
CA,1,ios,female,false,2016-11-07,41.993,6
AR,,ios,male,false,2017-01-01,20.993,3
FR,2,ios,female,true,2016-10-31,125.979,6
GB,2,ios,male,true,2016-11-03,0,1
US,3,ios,male,true,2016-11-26,0,4
CR,2,ios,female,true,2016-12-03,0,2
GP,2,ios,female,true,2017-01-05,41.993,2
LV,2,ios,female,true,2017-01-07,83.986,2
AT,,ios,male,false,2017-01-09,0,1
NO,12,ios,male,false,2017-01-11,0,1
FI,2,ios,male,true,2017-01-25,0,1
CH,2,ios,male,true,2017-01-31,62.986,4
NL,1,ios,male,false,2016-11-01,0,1
US,2,android,male,true,2016-11-02,226.01,10
US,,ios,female,false,2016-11-12,224.422,12
NO,18,android,male,true,2016-12-20,0,1
NI,2,android,female,true,2017-01-03,0,2
NL,2,ios,male,true,2017-01-04,41.993,4
AU,11,ios,female,false,2017-01-08,0,1
ES,2,android,female,true,2016-10-03,0,1
CA,1,android,female,false,2016-10-25,0,1
SA,1,android,female,false,2016-10-28,0,2
CH,2,ios,female,true,2017-01-29,121.596,5
BE,2,ios,female,true,2017-01-30,79.60300000000002,3
US,6,ios,female,true,2016-11-11,125.979,5
SA,1,ios,female,false,2017-01-08,41.986,3
CR,2,ios,male,true,2016-10-08,0,1
PY,2,ios,male,true,2016-10-12,0,1
CA,18,android,female,true,2017-01-07,21.142709209421906,4
AU,1,ios,male,false,2016-12-03,20.993,2
GB,13,ios,female,false,2016-10-13,0,1
PR,2,ios,male,true,2016-11-17,41.993,1
TT,18,ios,male,true,2016-11-21,41.993,1
AU,2,android,male,true,2016-11-28,60.19133677300614,4
CH,6,ios,male,true,2017-01-15,125.972,6
DE,2,android,female,true,2017-01-24,0,3
SG,1,android,female,false,2016-10-09,0,1
AR,,android,male,false,2016-11-01,0,1
AR,2,ios,male,true,2016-11-08,41.993,3
MC,1,android,female,false,2016-11-12,65.42006643843584,1
IN,1,android,female,false,2017-01-02,0,2
AU,18,ios,female,true,2016-12-10,41.993,1
CH,9,ios,female,true,2016-12-17,0,1
CA,3,ios,female,true,2016-12-18,41.993,3
NC,2,ios,female,true,2016-12-31,41.993,4
FI,18,android,female,true,2017-01-08,0,1
AU,18,ios,male,true,2017-01-27,0,1
US,6,ios,female,true,2016-11-05,161.436,6
US,3,ios,male,true,2016-11-29,69.986,4
US,,web,female,false,2017-01-02,38.57,1
BE,2,ios,female,true,2017-01-12,20.993,4
AR,1,ios,female,false,2017-01-19,83.986,5
CH,1,android,female,false,2017-01-31,98.60394799043645,4
ES,2,ios,female,true,2016-11-14,20.993,1
GB,1,ios,female,false,2016-10-11,41.993,3
DO,2,android,male,true,2016-10-14,0,1
TT,2,android,female,true,2017-01-31,42,1
CO,2,ios,male,true,2016-11-16,55.986,2
IN,1,ios,female,false,2016-12-01,41.993,1
MX,18,android,male,true,2016-12-29,31.130674749485397,3
RE,2,ios,female,true,2017-01-02,167.972,7
US,7,android,female,true,2017-01-03,0,1
EC,2,ios,male,true,2017-01-28,0,1
AR,1,android,male,false,2016-11-08,0,1
NZ,18,android,male,true,2016-12-26,34.922640284566896,1
MX,18,ios,male,true,2016-10-25,0,1
CH,1,ios,female,false,2016-10-29,80.74264089553321,3
CH,18,ios,male,true,2016-11-26,20.993,1
HN,18,ios,female,true,2016-12-17,0,1
RU,1,ios,female,false,2016-12-28,0,1
TH,1,ios,male,false,2017-01-30,0,1
PE,18,android,male,true,2016-10-03,0,1
PE,18,android,female,true,2016-10-12,0,1
NI,2,android,female,true,2016-10-15,0,2
RE,,ios,male,false,2017-01-01,41.993,1
CO,2,ios,female,true,2017-01-13,125.979,5
CA,,android,female,false,2017-01-10,0,1
AR,,android,female,false,2017-01-29,37.61,2
CH,2,android,male,true,2016-11-07,215.2828446813907,6
QA,1,android,female,false,2016-11-15,42,1
DK,2,ios,female,true,2016-12-26,41.993,5
MX,,ios,female,false,2016-10-23,41.993,1
CA,18,ios,male,true,2016-10-27,0,1
MX,1,android,male,false,2016-10-30,31.40324904578923,2
PE,1,ios,female,false,2016-12-30,0,1
DE,11,ios,female,false,2017-01-02,20.993,1
GB,2,ios,male,true,2017-01-05,83.986,2
CA,18,android,female,true,2017-01-05,119.3160210097312,7
MQ,2,ios,male,true,2017-01-06,0,1
ES,1,android,female,false,2017-01-07,33.935558889684,4
NZ,,android,male,false,2017-01-19,0,1
AU,11,android,female,false,2017-01-30,37.61,1
US,13,android,male,false,2017-01-28,42,1
IL,,android,female,false,2016-10-19,41.592597821140785,1
CA,2,ios,female,true,2016-10-22,41.993,3
DE,1,ios,female,false,2016-10-26,0,2
NL,1,ios,female,false,2016-11-13,41.993,1
DE,1,android,male,false,2016-12-09,0,2
KW,2,ios,female,true,2017-01-13,0,1
MX,6,ios,male,true,2017-01-16,41.993,2
CA,6,ios,male,true,2017-01-16,41.993,4
GB,1,ios,female,false,2017-01-21,0,8
CA,18,android,female,true,2017-01-02,207.32539336326496,18
SN,1,ios,male,false,2016-10-26,41.993,1
CH,1,ios,female,false,2016-10-30,125.979,6
GB,1,android,female,false,2016-12-25,42,2
GT,1,ios,female,false,2016-11-11,0,1
AR,18,android,female,true,2016-11-17,0,1
US,12,android,female,false,2016-11-29,42,1
PE,2,ios,female,true,2016-12-03,0,2
CA,1,android,male,false,2016-12-26,39.63559781602357,3
AU,1,ios,female,false,2017-01-18,83.986,8
PF,1,ios,female,false,2017-01-22,83.986,2
PA,2,ios,male,true,2016-12-26,0,1
CL,2,ios,male,true,2017-01-06,62.986,7
AR,2,ios,female,true,2017-01-16,83.986,5
PR,2,ios,male,true,2017-01-23,41.993,2
SA,13,android,male,false,2017-01-24,0,1
US,4,android,male,true,2017-01-31,0,1
GB,2,ios,male,true,2016-10-02,0,1
FR,,ios,male,false,2016-10-02,251.951,25
DO,1,ios,female,false,2016-10-05,0,1
CH,2,android,female,true,2016-10-13,0,2
PE,1,ios,male,false,2016-10-24,0,3
CH,18,ios,male,true,2016-11-03,0,1
FR,2,ios,male,true,2016-11-04,0,1
CO,2,ios,male,true,2016-12-26,41.993,3
FR,2,android,female,true,2017-01-02,16.732095812130613,2
MX,1,ios,male,false,2017-01-09,104.979,12
PE,1,android,male,false,2017-01-11,40.91065200664025,1
US,2,ios,female,true,2017-01-12,146.97899999999998,7
CR,2,ios,male,true,2016-11-15,0,2
CA,1,android,female,false,2016-11-18,97.87757373232358,4
GB,1,ios,female,false,2016-10-05,0,7
US,18,android,female,true,2016-10-28,84,9
ES,1,ios,female,false,2016-11-12,0,1
US,18,ios,male,true,2016-11-15,41.993,6
SG,1,ios,female,false,2016-11-25,0,1
NL,1,ios,female,false,2016-12-19,0,1
AR,13,android,female,false,2016-12-27,0,1
JP,2,ios,male,true,2017-01-09,41.993,1
AU,1,android,male,false,2017-01-10,41.6328940023628,3
GP,12,ios,male,false,2017-01-13,41.993,1
OM,2,ios,male,true,2017-01-14,0,1
PR,2,ios,male,true,2017-01-16,41.993,4
SG,18,android,male,true,2017-01-20,39.4766515985554,1
US,11,ios,female,false,2016-10-10,38.57,1
PE,1,ios,female,false,2016-10-16,0,1
AR,1,android,female,false,2016-10-23,0,1
CH,2,ios,female,true,2016-11-09,104.986,3
AR,1,ios,female,false,2016-11-20,62.986,2
CO,2,ios,male,true,2016-11-23,0,4
AE,,android,male,false,2016-12-15,41.927671058238715,1
US,13,android,female,false,2016-12-18,0,1
IN,,ios,male,false,2016-12-25,0,1
NZ,2,android,male,true,2017-01-11,0,1
EC,1,android,male,false,2017-01-14,0,1
DE,1,ios,male,false,2017-01-18,62.986,5
AR,1,android,female,false,2016-10-07,0,2
CA,2,ios,female,true,2016-10-31,41.993,7
CH,18,android,male,true,2016-11-16,27.257849333962323,1
EC,2,android,male,true,2016-11-19,42,1
HR,2,android,male,true,2017-01-02,38.155275189080214,1
PY,2,ios,male,true,2017-01-11,0,1
CZ,1,android,female,false,2017-01-28,0,1
QA,18,android,female,true,2016-12-23,58.02,1
CA,2,android,female,true,2016-10-04,76.65919699326089,6
US,2,android,female,true,2016-10-09,63,4
US,11,ios,male,false,2016-10-17,0,1
PR,2,android,female,true,2016-11-01,42,3
US,3,ios,female,true,2016-12-20,0,2
KW,12,ios,female,false,2016-12-28,0,1
US,9,ios,female,true,2017-01-01,46.36,2
AE,,ios,female,false,2017-01-04,41.993,2
RE,1,ios,male,false,2017-01-05,41.993,1
CA,1,ios,female,false,2017-01-26,20.993,5
AE,1,ios,female,false,2016-10-08,0,2
CA,,ios,male,false,2016-10-15,0,1
AR,1,ios,female,false,2016-10-20,0,3
CH,2,ios,male,true,2016-11-03,83.986,7
CH,18,android,female,true,2016-11-06,59.490590559064486,2
US,12,ios,female,false,2016-11-14,0,2
AU,2,ios,female,true,2017-01-09,0,4
SE,,android,female,false,2017-01-24,34.466295437876894,1
US,9,android,female,true,2017-01-17,63,12
MX,1,android,male,false,2016-12-27,0,2
AU,18,android,female,true,2016-11-01,81.51344300957933,5
CH,2,android,male,true,2016-10-09,38.62879756597534,1
CO,,android,male,false,2016-10-31,0,1
CA,1,ios,female,false,2016-11-01,209.979,6
CR,2,ios,male,true,2016-11-02,0,2
AR,1,android,male,false,2017-01-18,58.02,2
CO,1,android,female,false,2017-01-03,92.72,2
US,1,android,female,false,2016-12-07,84,11
NZ,,ios,male,false,2017-01-08,0,1
AU,2,android,male,true,2017-01-11,125.7769234216416,6
GT,1,ios,male,false,2017-01-28,0,1
,,,male,false,2017-01-04,42,1
AU,1,ios,female,false,2016-10-09,125.979,4
TT,18,android,female,true,2016-10-11,0,1
DE,2,android,male,true,2016-10-26,34.34685925385012,4
HN,2,ios,female,true,2016-11-01,41.993,1
GB,3,ios,female,true,2016-11-11,0,1
AE,1,ios,female,false,2016-11-27,0,1
NO,2,ios,male,true,2016-12-30,41.993,1
CR,2,ios,female,true,2017-01-04,0,3
US,12,ios,male,false,2017-01-07,0,2
CA,18,ios,male,true,2017-01-20,41.993,1
IT,2,android,female,true,2016-10-01,0,1
CA,2,ios,female,true,2016-11-05,83.986,5
GT,2,ios,female,true,2016-11-09,41.986,2
FR,6,ios,male,true,2016-12-23,83.986,2
DO,1,ios,female,false,2016-12-29,83.986,3
AT,2,ios,female,true,2017-01-02,83.986,4
NZ,1,android,female,false,2017-01-07,35.00366568081091,1
CH,1,ios,female,false,2017-01-05,125.979,5
CA,3,ios,female,true,2017-01-07,104.986,8
ZA,1,ios,male,false,2017-01-09,20.993,3
HU,1,ios,female,false,2017-01-14,0,1
CH,2,android,male,true,2017-01-15,0,2
GB,,android,male,false,2016-11-04,16.728467150887845,1
PE,18,android,male,true,2016-10-08,38.85196861350741,1
AU,2,ios,male,true,2016-10-16,20.993,3
MX,1,ios,female,false,2016-10-21,0,2
TR,1,ios,male,false,2016-10-31,0,1
CA,12,ios,male,false,2016-11-16,0,1
AE,1,android,female,false,2016-11-30,0,2
CH,1,android,female,false,2016-12-05,0,3
TR,1,ios,female,false,2016-12-28,41.993,1
MX,2,android,female,true,2016-10-30,0,5
DE,1,ios,male,false,2016-11-28,0,2
GB,18,ios,male,true,2016-12-07,0,1
CH,1,ios,female,false,2016-12-29,62.986,3
CR,,ios,male,false,2017-01-02,0,1
MX,2,ios,female,true,2017-01-04,245.415,31
CA,3,ios,female,true,2017-01-04,62.986,6
DE,1,ios,male,false,2017-01-10,146.972,9
AR,2,ios,male,true,2017-01-14,62.986,7
EE,1,android,female,false,2017-01-17,0,1
GB,2,ios,female,true,2017-01-18,104.979,6
CH,18,android,male,true,2017-01-22,176.5776134880482,9
US,18,ios,female,true,2017-01-23,83.986,5
HR,2,ios,male,true,2017-01-23,0,2
DE,1,ios,female,false,2016-10-12,125.979,6
FR,2,ios,male,true,2016-10-30,104.979,6
US,2,ios,male,true,2016-11-23,83.986,7
AU,2,android,female,true,2016-11-29,58.02,1
PR,2,ios,male,true,2016-12-01,0,1
AU,18,android,male,true,2016-12-04,79.58580116512162,4
US,6,ios,female,true,2016-12-04,104.979,8
CA,2,android,female,true,2017-01-01,39.69862678695482,17
CA,18,ios,female,true,2017-01-02,146.972,11
FR,,ios,female,false,2017-01-15,104.979,16
US,6,ios,male,true,2017-01-20,20.993,3
US,6,ios,male,true,2016-10-08,167.979,8
AE,2,android,female,true,2016-10-09,30.62039626113485,2
MX,18,android,male,true,2016-11-05,0,2
CH,18,ios,female,true,2016-11-06,125.993,4
AU,1,android,female,false,2016-11-16,0,4
AR,2,android,male,true,2016-11-17,0,1
CO,2,ios,male,true,2016-11-24,0,2
US,4,ios,female,true,2016-12-23,209.958,17
PE,2,android,male,true,2017-01-02,0,5
US,13,ios,male,false,2017-01-06,0,3
US,2,android,female,true,2017-01-08,567,37
MX,,android,female,false,2017-01-12,0,1
MX,,ios,male,false,2017-01-31,37.61,4
CL,2,ios,male,true,2016-12-21,41.993,3
DE,1,android,female,false,2016-10-12,34.34685925385012,3
PA,2,android,female,true,2016-10-13,0,1
US,1,ios,female,false,2016-10-29,324.43500000000006,16
IE,1,ios,male,false,2016-11-01,41.993,4
AR,2,android,male,true,2016-11-06,42,2
CA,12,android,male,false,2016-12-08,0,1
ES,1,android,female,false,2016-12-12,0,1
PT,13,android,female,false,2016-12-31,0,1
RO,1,ios,female,false,2017-01-21,0,1
US,18,ios,female,true,2016-10-09,41.993,7
IL,18,ios,female,true,2016-11-18,42,1
CL,,ios,female,false,2016-11-22,0,1
US,18,android,male,true,2016-11-23,0,5
CH,1,ios,male,false,2016-10-11,62.986,2
CA,1,ios,male,false,2016-10-25,59.563,3
FR,1,ios,male,false,2016-12-11,314.944,18
FR,1,ios,female,false,2017-01-11,41.993,3
CA,18,ios,female,true,2016-12-22,0,1
US,2,android,female,true,2016-12-25,0,5
US,3,ios,female,true,2017-01-03,167.972,25
AU,,ios,male,false,2017-01-05,0,2
NL,2,android,female,true,2017-01-07,16.631206813595448,1
MX,,ios,female,false,2017-01-15,0,2
CA,2,ios,male,true,2016-10-18,41.993,2
UY,1,android,female,false,2016-12-04,0,1
US,13,ios,male,false,2017-01-02,41.993,8
FR,6,ios,male,true,2017-01-14,0,1
US,1,android,male,false,2017-01-20,415.02,17
BE,,ios,female,false,2017-01-26,0,1
AR,1,ios,female,false,2016-10-23,20.993,3
CA,18,android,female,true,2016-10-30,59.30021234507371,4
AR,2,ios,male,true,2016-11-01,0,1
FR,1,ios,male,false,2016-11-28,132.972,7
IL,2,ios,male,true,2016-12-01,41.993,3
CH,,ios,female,false,2016-12-06,0,1
US,,ios,female,false,2016-12-17,224.422,10
AU,1,ios,female,false,2016-12-28,0,1
CA,18,ios,female,true,2017-01-04,83.986,6
PE,,ios,male,false,2016-10-22,41.993,1
US,2,android,female,true,2016-10-28,210,9
MX,2,ios,female,true,2016-10-29,104.979,5
AE,2,ios,male,true,2016-11-26,125.979,6
US,2,ios,male,true,2016-12-07,0,9
US,1,android,male,false,2016-12-29,357,19
NZ,2,android,female,true,2016-12-30,0,2
GP,2,ios,female,true,2016-12-31,0,1
GB,1,ios,male,false,2017-01-06,209.965,14
PL,1,android,female,false,2017-01-13,0,1
AU,,android,female,false,2017-01-17,42.026573587886915,2
MX,6,ios,female,true,2017-01-18,0,3
MX,1,ios,female,false,2017-01-29,125.986,13
AR,1,ios,female,false,2016-10-27,0,2
US,1,ios,female,false,2016-11-09,188.96499999999995,8
AE,2,ios,female,true,2016-11-29,20.993,2
AU,2,ios,female,true,2016-12-27,83.986,5
CA,6,ios,female,true,2017-01-06,188.965,7
UY,2,ios,female,true,2017-01-16,83.986,2
US,9,android,male,true,2017-01-31,21,8
IN,1,ios,female,false,2016-12-04,62.986,5
PE,1,android,male,false,2016-11-14,0,1
GB,,ios,male,false,2016-10-05,41.993,3
US,18,android,female,true,2016-10-24,84,18
CH,2,android,female,true,2016-10-28,66.30819836944909,4
DE,1,ios,female,false,2016-11-17,20.993,1
CO,2,ios,female,true,2016-11-20,0,5
PT,1,ios,male,false,2016-11-26,0,1
CA,2,android,male,true,2017-01-02,338.6944153017516,19
GB,11,ios,female,false,2017-01-02,0,1
CR,1,ios,male,false,2017-01-08,41.993,3
PY,2,ios,female,true,2017-01-08,0,1
DE,1,ios,female,false,2017-01-12,62.986,13
MX,1,ios,female,false,2017-01-14,209.958,15
SA,,android,female,false,2017-01-21,41.99496177082942,1
US,1,ios,female,false,2017-01-21,377.923,30
BM,18,ios,female,true,2016-12-28,38.57,1
GB,,android,male,false,2016-11-21,0,1
US,,ios,male,false,2016-11-23,41.993,9
HN,2,android,female,true,2016-12-04,0,1
US,2,ios,male,true,2016-12-22,83.979,7
AU,,android,male,false,2016-12-25,0,1
EE,1,android,female,false,2017-01-03,34.433594847854785,1
US,13,ios,female,false,2017-01-04,125.979,5
TH,1,ios,female,false,2017-01-13,41.993,1
AR,1,ios,male,false,2017-01-17,62.986,5
FR,1,ios,female,false,2017-01-18,41.993,5
ES,1,android,female,false,2016-10-25,33.467528887004015,3
PE,2,ios,female,true,2016-11-05,41.993,2
AU,1,android,male,false,2016-11-06,40.77249599056536,3
RO,1,android,female,false,2016-12-28,21,1
US,1,android,female,false,2016-11-19,42,4
SG,2,ios,female,true,2017-01-01,125.979,5
US,6,ios,female,true,2016-12-24,104.979,6
CA,,ios,male,false,2017-01-12,83.993,7
DE,,android,male,false,2017-01-16,0,2
PE,1,ios,female,false,2017-01-18,0,2
GR,2,ios,female,true,2017-01-19,41.993,5
US,18,ios,female,true,2016-10-04,41.993,1
CH,2,ios,male,true,2016-10-15,41.993,1
CO,2,ios,male,true,2016-11-06,0,1
EC,2,ios,male,true,2016-11-18,0,1
PY,2,ios,female,true,2016-11-27,27.993,2
AU,13,android,female,false,2016-12-11,0,2
GT,2,ios,male,true,2016-12-14,41.993,2
DE,2,android,male,true,2017-01-03,34.885535862328965,1
PA,1,android,female,false,2017-01-03,0,1
US,13,ios,female,false,2017-01-10,41.993,3
GB,,web,female,false,2017-01-16,0,1
TR,1,ios,male,false,2016-10-02,20.993,1
IE,,ios,male,false,2016-10-09,41.993,1
GB,1,android,female,false,2016-10-22,17.313693428415053,1
CH,18,ios,female,true,2016-11-01,0,1
PE,,android,female,false,2016-11-06,0,1
PE,18,android,female,true,2016-11-27,20.701734189970683,1
CL,2,ios,male,true,2016-11-30,0,4
GT,1,ios,female,false,2016-12-07,0,1
GT,18,ios,male,true,2017-01-08,41.993,1
BR,1,ios,female,false,2017-01-12,41.993,3
AR,2,ios,male,true,2017-01-19,41.993,1
RU,1,ios,male,false,2016-11-12,20.993,1
JP,1,android,female,false,2016-10-08,42,1
PR,2,ios,female,true,2016-11-12,41.993,2
HK,4,ios,female,true,2016-12-15,0,2
TT,1,ios,male,false,2017-01-04,41.993,1
CH,18,ios,male,true,2017-01-17,0,1
US,2,ios,female,true,2017-01-23,161.443,7
MX,1,web,male,false,2017-01-30,20.993,1
JP,1,ios,male,false,2016-10-15,20.993,1
AU,2,ios,female,true,2016-10-17,62.986,3
CA,,ios,female,false,2016-11-29,0,3
SG,1,ios,male,false,2017-01-16,41.993,2
CH,6,ios,female,true,2017-01-27,0,2
DK,18,android,female,true,2016-10-03,0,1
CA,1,ios,male,false,2016-10-24,104.979,5
TT,2,android,female,true,2016-11-05,0,2
AU,1,ios,female,false,2016-11-06,42,3
FR,2,ios,male,true,2016-12-21,0,1
US,3,android,male,true,2016-12-31,0,1
DE,1,android,female,false,2017-01-23,58.97997861598525,4
SG,2,ios,male,true,2017-01-28,0,2
US,6,ios,male,true,2016-10-31,104.979,4
IL,1,ios,male,false,2016-10-17,41.993,2
SE,1,ios,male,false,2017-01-21,0,1
CA,1,ios,female,false,2016-10-07,41.993,1
MX,18,android,male,true,2016-10-10,0,2
MX,1,android,female,false,2016-10-14,0,3
ES,,android,female,false,2016-10-21,33.467528887004015,1
CH,1,ios,female,false,2016-11-14,104.979,6
BR,1,ios,male,false,2016-11-28,0,2
AR,1,ios,male,false,2016-11-29,27.993,1
CA,18,android,female,true,2016-12-09,0.2548908950092148,3
PA,2,android,female,true,2016-12-24,42,1
MX,2,android,female,true,2016-12-31,79.56127747371386,8
AR,18,android,female,true,2017-01-04,42,2
AR,2,android,female,true,2016-10-01,84,3
PR,2,ios,male,true,2016-10-10,0,1
RU,1,ios,female,false,2016-11-27,0,2
SG,18,android,female,true,2016-12-15,0,1
EC,2,ios,female,true,2017-01-07,124.8846549798652,5
BE,2,ios,male,true,2017-01-15,62.986,6
CO,1,ios,female,false,2016-10-26,62.986,3
CH,1,ios,female,false,2016-11-11,83.986,2
FI,1,android,female,false,2016-11-20,0,1
SA,13,android,female,false,2017-01-01,0,1
CR,2,ios,male,true,2017-01-31,0,3
MX,1,android,male,false,2016-11-03,58.02,1
CA,2,android,female,true,2016-10-05,38.329598496630446,3
GT,2,ios,female,true,2016-10-09,41.993,1
ES,1,android,female,false,2016-10-10,0,1
DO,2,android,female,true,2016-11-03,42,1
IS,1,ios,female,false,2016-11-22,0,1
